SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,SEASON,PLAYER_ID,PLAYER_NAME
22021,2544,0022100665,"Jan 17, 2022",LAL vs. UTA,W,37,9,20,0.45,3,8,0.375,4,8,0.5,0,7,7,7,1,1,1,1,25,11,1,2021-22,2544,LeBron James
22021,2544,0022100680,"Jan 19, 2022",LAL vs. IND,L,37,11,22,0.5,3,7,0.429,5,7,0.714,1,11,12,5,2,0,3,1,30,-20,1,2021-22,2544,LeBron James
22021,2544,0022100685,"Jan 21, 2022",LAL @ ORL,W,34,12,23,0.522,2,7,0.286,3,3,1.0,1,6,7,5,1,1,6,3,29,5,1,2021-22,2544,LeBron James
22021,2544,0022100700,"Jan 23, 2022",LAL @ MIA,L,40,12,22,0.545,1,8,0.125,8,11,0.727,2,9,11,4,2,0,3,4,33,-8,1,2021-22,2544,LeBron James
22021,2544,0022100718,"Jan 25, 2022",LAL @ BKN,W,34,14,21,0.667,2,8,0.25,3,3,1.0,0,7,7,6,3,2,0,1,33,10,1,2021-22,2544,LeBron James
22021,2544,0022100799,"Feb 05, 2022",LAL vs. NYK,W,40,13,24,0.542,2,7,0.286,1,2,0.5,3,10,13,10,1,0,3,3,29,12,1,2021-22,2544,LeBron James
22021,2544,0022100822,"Feb 08, 2022",LAL vs. MIL,L,35,11,19,0.579,3,7,0.429,2,4,0.5,0,5,5,8,0,0,4,4,27,-25,1,2021-22,2544,LeBron James
22021,2544,0022100829,"Feb 09, 2022",LAL @ POR,L,37,13,22,0.591,3,7,0.429,1,1,1.0,0,7,7,7,3,0,6,1,30,-5,1,2021-22,2544,LeBron James
22021,2544,0022100854,"Feb 12, 2022",LAL @ GSW,L,38,9,27,0.333,3,10,0.3,5,9,0.556,3,12,15,8,0,0,4,3,26,-11,1,2021-22,2544,LeBron James
22021,2544,0022100884,"Feb 16, 2022",LAL vs. UTA,W,40,14,23,0.609,3,8,0.375,2,2,1.0,1,7,8,6,2,0,3,1,33,7,1,2021-22,2544,LeBron James
22021,2544,0022100904,"Feb 25, 2022",LAL vs. LAC,L,36,6,18,0.333,2,8,0.25,7,8,0.875,1,10,11,3,1,1,6,1,21,-4,1,2021-22,2544,LeBron James
22021,2544,0022100919,"Feb 27, 2022",LAL vs. NOP,L,36,13,23,0.565,1,4,0.25,5,5,1.0,0,6,6,3,2,2,7,2,32,-22,1,2021-22,2544,LeBron James
22021,2544,0022100931,"Mar 01, 2022",LAL vs. DAL,L,38,10,18,0.556,3,7,0.429,3,5,0.6,0,12,12,5,1,0,4,2,26,7,1,2021-22,2544,LeBron James
22021,2544,0022100945,"Mar 03, 2022",LAL @ LAC,L,37,8,18,0.444,2,9,0.222,8,10,0.8,1,7,8,4,0,1,4,2,26,-27,1,2021-22,2544,LeBron James
22021,2544,0022100959,"Mar 05, 2022",LAL vs. GSW,W,39,19,31,0.613,6,11,0.545,12,13,0.923,2,8,10,3,0,1,4,0,56,13,1,2021-22,2544,LeBron James
22021,2544,0022100985,"Mar 09, 2022",LAL @ HOU,L,45,9,26,0.346,1,9,0.111,4,6,0.667,2,12,14,12,1,4,5,1,23,-17,1,2021-22,2544,LeBron James
22021,2544,0022101004,"Mar 11, 2022",LAL vs. WAS,W,36,18,25,0.72,6,9,0.667,8,8,1.0,0,7,7,6,0,1,3,3,50,22,1,2021-22,2544,LeBron James
22021,2544,0022101019,"Mar 13, 2022",LAL @ PHX,L,30,10,20,0.5,5,11,0.455,6,7,0.857,0,7,7,6,0,1,4,0,31,-16,1,2021-22,2544,LeBron James
22021,2544,0022101028,"Mar 14, 2022",LAL vs. TOR,L,40,11,19,0.579,4,7,0.571,4,7,0.571,3,6,9,3,0,2,5,4,30,-21,1,2021-22,2544,LeBron James
22021,2544,0022101039,"Mar 16, 2022",LAL @ MIN,L,37,8,21,0.381,1,8,0.125,2,5,0.4,0,5,5,4,1,2,5,5,19,-19,1,2021-22,2544,LeBron James
22021,2544,0022101051,"Mar 18, 2022",LAL @ TOR,W,45,15,26,0.577,2,7,0.286,4,7,0.571,4,5,9,7,0,2,3,2,36,-5,1,2021-22,2544,LeBron James
22021,2544,0022101061,"Mar 19, 2022",LAL @ WAS,L,36,16,29,0.552,4,10,0.4,2,3,0.667,2,8,10,6,0,0,2,3,38,1,1,2021-22,2544,LeBron James
22021,2544,0022101072,"Mar 21, 2022",LAL @ CLE,W,41,17,29,0.586,0,4,0.0,4,4,1.0,1,9,10,12,1,1,3,0,38,9,1,2021-22,2544,LeBron James
22021,2544,0022101119,"Mar 27, 2022",LAL @ NOP,L,42,14,27,0.519,7,13,0.538,4,6,0.667,1,8,9,5,0,1,4,1,39,-9,1,2021-22,2544,LeBron James
22021,2544,0022101160,"Apr 01, 2022",LAL vs. NOP,L,40,13,23,0.565,3,8,0.375,9,12,0.75,0,8,8,4,1,0,6,3,38,-2,1,2021-22,2544,LeBron James
22022,2544,0022200002,"Oct 18, 2022",LAL @ GSW,L,35,12,26,0.462,3,10,0.3,4,4,1.0,5,10,15,8,0,0,5,2,31,-10,1,2022-23,2544,LeBron James
22022,2544,0022200016,"Oct 20, 2022",LAL vs. LAC,L,37,7,17,0.412,2,8,0.25,4,6,0.667,2,8,10,6,1,2,2,3,20,-1,1,2022-23,2544,LeBron James
22022,2544,0022200037,"Oct 23, 2022",LAL vs. POR,L,38,12,22,0.545,2,9,0.222,5,7,0.714,1,7,8,8,2,2,4,3,31,2,1,2022-23,2544,LeBron James
22022,2544,0022200064,"Oct 26, 2022",LAL @ DEN,L,35,8,21,0.381,2,8,0.25,1,2,0.5,2,5,7,9,1,0,8,1,19,-7,1,2022-23,2544,LeBron James
22022,2544,0022200076,"Oct 28, 2022",LAL @ MIN,L,37,10,24,0.417,1,6,0.167,7,8,0.875,3,4,7,5,4,0,3,2,28,-13,1,2022-23,2544,LeBron James
22022,2544,0022200095,"Oct 30, 2022",LAL vs. DEN,W,35,10,22,0.455,2,5,0.4,4,5,0.8,0,6,6,8,1,0,3,1,26,-1,1,2022-23,2544,LeBron James
22022,2544,0022200117,"Nov 02, 2022",LAL vs. NOP,W,40,9,23,0.391,0,7,0.0,2,4,0.5,0,10,10,8,0,2,2,3,20,5,1,2022-23,2544,LeBron James
22022,2544,0022200131,"Nov 04, 2022",LAL vs. UTA,L,34,7,19,0.368,0,5,0.0,3,5,0.6,2,8,10,8,0,1,3,3,17,-11,1,2022-23,2544,LeBron James
22022,2544,0022200140,"Nov 06, 2022",LAL vs. CLE,L,34,13,23,0.565,1,4,0.25,0,3,0.0,2,5,7,4,0,0,1,0,27,-8,1,2022-23,2544,LeBron James
22022,2544,0022200170,"Nov 09, 2022",LAL @ LAC,L,32,12,22,0.545,4,9,0.444,2,4,0.5,1,7,8,5,2,0,3,2,30,-17,1,2022-23,2544,LeBron James
22022,2544,0022200282,"Nov 25, 2022",LAL @ SAS,W,33,8,17,0.471,1,4,0.25,4,4,1.0,0,8,8,5,3,1,9,2,21,16,1,2022-23,2544,LeBron James
22022,2544,0022200288,"Nov 26, 2022",LAL @ SAS,W,35,11,21,0.524,7,12,0.583,10,10,1.0,0,11,11,3,1,1,4,3,39,-3,1,2022-23,2544,LeBron James
22022,2544,0022200308,"Nov 28, 2022",LAL vs. IND,L,36,8,22,0.364,3,10,0.3,2,3,0.667,1,6,7,3,1,0,1,1,21,-7,1,2022-23,2544,LeBron James
22022,2544,0022200324,"Nov 30, 2022",LAL vs. POR,W,33,12,18,0.667,6,8,0.75,1,3,0.333,2,5,7,8,0,1,2,1,31,8,1,2022-23,2544,LeBron James
22022,2544,0022200331,"Dec 02, 2022",LAL @ MIL,W,37,12,27,0.444,3,6,0.5,1,2,0.5,1,7,8,11,2,0,0,2,28,6,1,2022-23,2544,LeBron James
22022,2544,0022200349,"Dec 04, 2022",LAL @ WAS,W,34,12,26,0.462,2,7,0.286,3,4,0.75,1,7,8,6,1,0,5,3,29,13,1,2022-23,2544,LeBron James
22022,2544,0022200360,"Dec 06, 2022",LAL @ CLE,L,36,8,17,0.471,2,6,0.333,3,4,0.75,4,13,17,4,1,1,3,0,21,-14,1,2022-23,2544,LeBron James
22022,2544,0022200382,"Dec 09, 2022",LAL @ PHI,L,44,9,22,0.409,1,8,0.125,4,8,0.5,1,3,4,6,2,0,3,3,23,-10,1,2022-23,2544,LeBron James
22022,2544,0022200396,"Dec 11, 2022",LAL @ DET,W,37,14,24,0.583,2,6,0.333,5,5,1.0,1,4,5,5,1,0,1,1,35,18,1,2022-23,2544,LeBron James
22022,2544,0022200413,"Dec 13, 2022",LAL vs. BOS,L,43,14,25,0.56,3,11,0.273,2,4,0.5,0,9,9,9,2,1,4,4,33,10,1,2022-23,2544,LeBron James
22022,2544,0022200437,"Dec 16, 2022",LAL vs. DEN,W,36,13,21,0.619,1,4,0.25,3,4,0.75,1,8,9,4,2,0,2,2,30,26,1,2022-23,2544,LeBron James
22022,2544,0022200451,"Dec 18, 2022",LAL vs. WAS,W,37,13,24,0.542,1,4,0.25,6,8,0.75,1,6,7,9,0,1,0,0,33,10,1,2022-23,2544,LeBron James
22022,2544,0022200475,"Dec 21, 2022",LAL @ SAC,L,34,11,21,0.524,0,4,0.0,9,10,0.9,0,6,6,11,0,2,2,0,31,-4,1,2022-23,2544,LeBron James
22022,2544,0022200492,"Dec 23, 2022",LAL vs. CHA,L,34,15,23,0.652,4,8,0.5,0,2,0.0,0,2,2,8,1,0,3,2,34,-6,1,2022-23,2544,LeBron James
22022,2544,0022200494,"Dec 25, 2022",LAL @ DAL,L,34,13,23,0.565,0,4,0.0,12,12,1.0,0,6,6,5,0,0,2,2,38,2,1,2022-23,2544,LeBron James
22022,2544,0022200505,"Dec 27, 2022",LAL @ ORL,W,31,12,24,0.5,0,7,0.0,4,5,0.8,2,5,7,5,1,1,4,1,28,8,1,2022-23,2544,LeBron James
22022,2544,0022200518,"Dec 28, 2022",LAL @ MIA,L,33,10,18,0.556,2,5,0.4,5,5,1.0,0,9,9,6,0,0,6,4,27,-4,1,2022-23,2544,LeBron James
22022,2544,0022200530,"Dec 30, 2022",LAL @ ATL,W,40,18,27,0.667,4,6,0.667,7,9,0.778,2,8,10,9,0,1,5,0,47,12,1,2022-23,2544,LeBron James
22022,2544,0022200551,"Jan 02, 2023",LAL @ CHA,W,40,16,26,0.615,0,5,0.0,11,15,0.733,0,11,11,6,1,0,3,1,43,9,1,2022-23,2544,LeBron James
22022,2544,0022200590,"Jan 06, 2023",LAL vs. ATL,W,33,10,19,0.526,1,5,0.2,4,6,0.667,0,7,7,10,0,0,5,0,25,12,1,2022-23,2544,LeBron James
22022,2544,0022200595,"Jan 07, 2023",LAL @ SAC,W,38,14,28,0.5,1,6,0.167,8,9,0.889,1,7,8,7,1,0,4,2,37,15,1,2022-23,2544,LeBron James
22022,2544,0022200630,"Jan 12, 2023",LAL vs. DAL,L,47,9,28,0.321,0,7,0.0,6,10,0.6,6,10,16,9,2,0,3,0,24,-3,1,2022-23,2544,LeBron James
22022,2544,0022200655,"Jan 15, 2023",LAL vs. PHI,L,35,15,23,0.652,1,5,0.2,4,5,0.8,0,8,8,10,1,1,3,1,35,19,1,2022-23,2544,LeBron James
22022,2544,0022200664,"Jan 16, 2023",LAL vs. HOU,W,36,16,26,0.615,5,10,0.5,11,12,0.917,1,7,8,9,0,0,0,1,48,19,1,2022-23,2544,LeBron James
22022,2544,0022200677,"Jan 18, 2023",LAL vs. SAC,L,37,11,25,0.44,2,9,0.222,8,9,0.889,0,8,8,9,1,1,1,0,32,-16,1,2022-23,2544,LeBron James
22022,2544,0022200690,"Jan 20, 2023",LAL vs. MEM,W,37,8,21,0.381,1,5,0.2,6,7,0.857,2,7,9,6,2,2,3,4,23,9,1,2022-23,2544,LeBron James
22022,2544,0022200705,"Jan 22, 2023",LAL @ POR,W,36,14,24,0.583,2,7,0.286,7,10,0.7,0,11,11,4,0,2,4,2,37,17,1,2022-23,2544,LeBron James
22022,2544,0022200719,"Jan 24, 2023",LAL vs. LAC,L,33,16,29,0.552,9,14,0.643,5,5,1.0,1,7,8,7,2,1,0,0,46,-14,1,2022-23,2544,LeBron James
22022,2544,0022200729,"Jan 25, 2023",LAL vs. SAS,W,35,8,20,0.4,1,6,0.167,3,4,0.75,1,8,9,11,0,0,6,0,20,2,1,2022-23,2544,LeBron James
22022,2544,0022200749,"Jan 28, 2023",LAL @ BOS,L,44,15,30,0.5,6,12,0.5,5,6,0.833,1,8,9,8,0,0,2,2,41,2,1,2022-23,2544,LeBron James
22022,2544,0022200765,"Jan 31, 2023",LAL @ NYK,W,43,11,25,0.44,2,8,0.25,4,7,0.571,1,9,10,11,1,0,5,2,28,22,1,2022-23,2544,LeBron James
22022,2544,0022200778,"Feb 02, 2023",LAL @ IND,W,33,11,19,0.579,2,5,0.4,2,2,1.0,2,5,7,7,0,0,3,1,26,-4,1,2022-23,2544,LeBron James
22022,2544,0022200798,"Feb 04, 2023",LAL @ NOP,L,40,10,22,0.455,1,7,0.143,6,9,0.667,0,9,9,6,0,0,2,2,27,-5,1,2022-23,2544,LeBron James
22022,2544,0022200821,"Feb 07, 2023",LAL vs. OKC,L,34,13,20,0.65,4,6,0.667,8,10,0.8,0,7,7,3,3,0,4,3,38,8,1,2022-23,2544,LeBron James
22022,2544,0022200882,"Feb 15, 2023",LAL vs. NOP,W,29,7,14,0.5,0,5,0.0,7,10,0.7,0,6,6,6,0,1,4,1,21,14,1,2022-23,2544,LeBron James
22022,2544,0022200893,"Feb 23, 2023",LAL vs. GSW,W,26,5,20,0.25,2,6,0.333,1,2,0.5,3,6,9,8,0,0,2,2,13,22,1,2022-23,2544,LeBron James
22022,2544,0022200913,"Feb 26, 2023",LAL @ DAL,W,37,10,23,0.435,1,6,0.167,5,7,0.714,3,5,8,3,1,1,3,4,26,0,1,2022-23,2544,LeBron James
22022,2544,0022201114,"Mar 26, 2023",LAL vs. CHI,L,30,6,11,0.545,0,2,0.0,7,8,0.875,1,7,8,3,0,0,5,2,19,4,1,2022-23,2544,LeBron James
22022,2544,0022201140,"Mar 29, 2023",LAL @ CHI,W,31,10,19,0.526,1,3,0.333,4,4,1.0,3,5,8,4,2,0,4,2,25,23,1,2022-23,2544,LeBron James
22022,2544,0022201157,"Mar 31, 2023",LAL @ MIN,W,32,7,19,0.368,1,3,0.333,3,4,0.75,1,9,10,6,1,2,3,1,18,3,1,2022-23,2544,LeBron James
22022,2544,0022201171,"Apr 02, 2023",LAL @ HOU,W,29,8,18,0.444,1,7,0.143,1,1,1.0,2,8,10,11,0,1,1,1,18,23,1,2022-23,2544,LeBron James
22022,2544,0022201186,"Apr 04, 2023",LAL @ UTA,W,38,14,27,0.519,3,10,0.3,6,6,1.0,0,5,5,6,1,1,5,2,37,-7,1,2022-23,2544,LeBron James
22022,2544,0022201196,"Apr 05, 2023",LAL @ LAC,L,35,13,20,0.65,4,6,0.667,3,5,0.6,0,8,8,7,1,1,6,0,33,-10,1,2022-23,2544,LeBron James
22022,2544,0022201212,"Apr 07, 2023",LAL vs. PHX,W,29,6,19,0.316,3,7,0.429,1,2,0.5,0,6,6,6,0,0,5,1,16,11,1,2022-23,2544,LeBron James
22022,2544,0022201228,"Apr 09, 2023",LAL vs. UTA,W,33,13,25,0.52,8,14,0.571,2,2,1.0,1,5,6,6,1,1,2,0,36,20,1,2022-23,2544,LeBron James
22023,2544,0022300061,"Oct 24, 2023",LAL @ DEN,L,29,10,16,0.625,1,4,0.25,0,1,0.0,1,7,8,5,1,0,0,1,21,7,1,2023-24,2544,LeBron James
22023,2544,0022300076,"Oct 26, 2023",LAL vs. PHX,W,35,7,14,0.5,1,5,0.2,6,8,0.75,1,7,8,9,2,2,5,1,21,22,1,2023-24,2544,LeBron James
22023,2544,0022300100,"Oct 29, 2023",LAL @ SAC,L,39,11,19,0.579,3,8,0.375,2,6,0.333,0,15,15,8,0,0,8,2,27,-5,1,2023-24,2544,LeBron James
22023,2544,0022300111,"Oct 30, 2023",LAL vs. ORL,W,33,7,17,0.412,2,6,0.333,3,4,0.75,0,3,3,4,3,1,5,0,19,5,1,2023-24,2544,LeBron James
22023,2544,0022300127,"Nov 01, 2023",LAL vs. LAC,W,42,13,19,0.684,4,8,0.5,5,10,0.5,0,12,12,7,1,2,4,3,35,6,1,2023-24,2544,LeBron James
22023,2544,0022300134,"Nov 04, 2023",LAL @ ORL,L,35,8,15,0.533,2,5,0.4,6,7,0.857,1,8,9,5,3,0,3,1,24,12,1,2023-24,2544,LeBron James
22023,2544,0022300150,"Nov 06, 2023",LAL @ MIA,L,37,13,23,0.565,0,4,0.0,4,4,1.0,0,4,4,3,1,3,5,4,30,6,1,2023-24,2544,LeBron James
22023,2544,0022300163,"Nov 08, 2023",LAL @ HOU,L,27,7,13,0.538,0,2,0.0,4,5,0.8,1,5,6,2,0,0,3,1,18,-24,1,2023-24,2544,LeBron James
22023,2544,0022300015,"Nov 10, 2023",LAL @ PHX,W,36,11,17,0.647,3,4,0.75,7,11,0.636,1,10,11,6,1,1,4,1,32,2,1,2023-24,2544,LeBron James
22023,2544,0022300026,"Nov 14, 2023",LAL vs. MEM,W,23,6,11,0.545,3,6,0.5,1,2,0.5,0,9,9,6,1,0,4,1,16,15,1,2023-24,2544,LeBron James
22023,2544,0022300198,"Nov 15, 2023",LAL vs. SAC,L,35,9,15,0.6,3,7,0.429,7,8,0.875,2,8,10,12,4,1,6,1,28,0,1,2023-24,2544,LeBron James
22023,2544,0022300036,"Nov 17, 2023",LAL @ POR,W,35,13,22,0.591,5,9,0.556,4,6,0.667,0,5,5,9,2,0,3,3,35,19,1,2023-24,2544,LeBron James
22023,2544,0022300216,"Nov 19, 2023",LAL vs. HOU,W,40,14,19,0.737,2,5,0.4,7,9,0.778,1,5,6,8,3,0,2,0,37,2,1,2023-24,2544,LeBron James
22023,2544,0022300042,"Nov 21, 2023",LAL vs. UTA,W,24,6,10,0.6,3,5,0.6,2,2,1.0,1,6,7,9,0,0,2,0,17,14,1,2023-24,2544,LeBron James
22023,2544,0022300238,"Nov 22, 2023",LAL vs. DAL,L,36,9,19,0.474,4,9,0.444,4,7,0.571,2,7,9,7,0,0,3,0,26,7,1,2023-24,2544,LeBron James
22023,2544,0022300242,"Nov 25, 2023",LAL @ CLE,W,36,8,23,0.348,1,9,0.111,5,7,0.714,1,5,6,6,2,2,4,1,22,2,1,2023-24,2544,LeBron James
22023,2544,0022300255,"Nov 27, 2023",LAL @ PHI,L,30,8,12,0.667,1,1,1.0,1,2,0.5,0,0,0,5,1,1,1,0,18,-30,1,2023-24,2544,LeBron James
22023,2544,0022300258,"Nov 29, 2023",LAL @ DET,W,29,9,19,0.474,2,6,0.333,5,5,1.0,2,6,8,3,0,0,1,0,25,26,1,2023-24,2544,LeBron James
22023,2544,0022300271,"Nov 30, 2023",LAL @ OKC,L,35,7,12,0.583,4,8,0.5,3,4,0.75,2,10,12,6,1,1,5,1,21,-18,1,2023-24,2544,LeBron James
22023,2544,0022300291,"Dec 02, 2023",LAL vs. HOU,W,35,7,17,0.412,0,4,0.0,2,5,0.4,0,4,4,7,1,1,5,0,16,16,1,2023-24,2544,LeBron James
22023,2544,0022301203,"Dec 05, 2023",LAL vs. PHX,W,40,12,25,0.48,2,4,0.5,5,6,0.833,3,5,8,11,5,0,2,3,31,12,1,2023-24,2544,LeBron James
22023,2544,0022301230,"Dec 07, 2023",LAL vs. NOP,W,23,9,12,0.75,4,4,1.0,8,8,1.0,0,5,5,8,0,0,0,1,30,36,1,2023-24,2544,LeBron James
22023,2544,0022300306,"Dec 12, 2023",LAL @ DAL,L,40,14,27,0.519,3,8,0.375,2,3,0.667,2,6,8,9,3,1,4,1,33,-4,1,2023-24,2544,LeBron James
22023,2544,0022300331,"Dec 15, 2023",LAL @ SAS,L,36,7,17,0.412,2,6,0.333,7,10,0.7,2,5,7,14,2,0,2,1,23,-28,1,2023-24,2544,LeBron James
22023,2544,0022300359,"Dec 18, 2023",LAL vs. NYK,L,39,10,23,0.435,2,8,0.25,3,4,0.75,1,10,11,11,1,0,2,1,25,-13,1,2023-24,2544,LeBron James
22023,2544,0022300370,"Dec 20, 2023",LAL @ CHI,L,37,10,18,0.556,1,3,0.333,4,4,1.0,2,8,10,9,1,2,5,0,25,-11,1,2023-24,2544,LeBron James
22023,2544,0022300397,"Dec 23, 2023",LAL @ OKC,W,37,13,20,0.65,5,5,1.0,9,9,1.0,2,5,7,7,2,2,3,0,40,10,1,2023-24,2544,LeBron James
22023,2544,0022300403,"Dec 25, 2023",LAL vs. BOS,L,37,5,14,0.357,1,2,0.5,5,6,0.833,0,9,9,8,0,0,3,1,16,-11,1,2023-24,2544,LeBron James
22023,2544,0022300428,"Dec 28, 2023",LAL vs. CHA,W,25,7,13,0.538,2,5,0.4,1,1,1.0,0,4,4,11,0,0,3,0,17,1,1,2023-24,2544,LeBron James
22023,2544,0022300443,"Dec 30, 2023",LAL @ MIN,L,39,10,21,0.476,1,4,0.25,5,7,0.714,0,3,3,6,3,1,1,2,26,-5,1,2023-24,2544,LeBron James
22023,2544,0022300446,"Dec 31, 2023",LAL @ NOP,L,37,12,24,0.5,3,7,0.429,7,8,0.875,0,5,5,8,0,1,4,2,34,-11,1,2023-24,2544,LeBron James
22023,2544,0022300475,"Jan 03, 2024",LAL vs. MIA,L,38,6,18,0.333,0,6,0.0,0,0,0.0,0,6,6,9,0,0,2,2,12,-20,1,2023-24,2544,LeBron James
22023,2544,0022300491,"Jan 05, 2024",LAL vs. MEM,L,39,11,24,0.458,4,9,0.444,6,10,0.6,2,3,5,7,5,0,4,0,32,-8,1,2023-24,2544,LeBron James
22023,2544,0022300505,"Jan 07, 2024",LAL vs. LAC,W,38,11,19,0.579,1,3,0.333,2,3,0.667,1,7,8,7,1,0,4,2,25,5,1,2023-24,2544,LeBron James
22023,2544,0022300516,"Jan 09, 2024",LAL vs. TOR,W,35,8,17,0.471,2,5,0.4,4,6,0.667,0,5,5,12,1,1,3,0,22,0,1,2023-24,2544,LeBron James
22023,2544,0022300531,"Jan 11, 2024",LAL vs. PHX,L,24,3,11,0.273,0,4,0.0,4,7,0.571,0,5,5,9,1,0,4,1,10,-25,1,2023-24,2544,LeBron James
22023,2544,0022300565,"Jan 15, 2024",LAL vs. OKC,W,39,12,20,0.6,1,2,0.5,0,1,0.0,0,7,7,6,0,0,5,1,25,2,1,2023-24,2544,LeBron James
22023,2544,0022300577,"Jan 17, 2024",LAL vs. DAL,W,33,10,19,0.526,3,7,0.429,2,2,1.0,1,7,8,8,1,0,3,1,25,20,1,2023-24,2544,LeBron James
22023,2544,0022300591,"Jan 19, 2024",LAL vs. BKN,L,34,9,22,0.409,2,5,0.4,4,5,0.8,5,6,11,5,0,0,4,1,24,-13,1,2023-24,2544,LeBron James
22023,2544,0022300605,"Jan 21, 2024",LAL vs. POR,W,31,8,16,0.5,3,8,0.375,9,10,0.9,0,5,5,5,0,0,3,2,28,28,1,2023-24,2544,LeBron James
22023,2544,0022300633,"Jan 25, 2024",LAL vs. CHI,W,36,10,19,0.526,3,4,0.75,2,2,1.0,0,4,4,12,2,0,5,2,25,14,1,2023-24,2544,LeBron James
22023,2544,0022300650,"Jan 27, 2024",LAL @ GSW,W,48,14,25,0.56,2,4,0.5,6,6,1.0,1,19,20,12,0,0,3,2,36,-6,1,2023-24,2544,LeBron James
22023,2544,0022300662,"Jan 29, 2024",LAL @ HOU,L,37,9,15,0.6,2,5,0.4,3,8,0.375,0,6,6,10,1,1,1,4,23,-11,1,2023-24,2544,LeBron James
22023,2544,0022300669,"Jan 30, 2024",LAL @ ATL,L,36,7,17,0.412,2,6,0.333,4,9,0.444,2,7,9,8,1,1,3,1,20,-6,1,2023-24,2544,LeBron James
22023,2544,0022300701,"Feb 03, 2024",LAL @ NYK,W,40,10,19,0.526,2,5,0.4,2,2,1.0,1,4,5,5,2,1,1,1,24,11,1,2023-24,2544,LeBron James
22023,2544,0022300713,"Feb 05, 2024",LAL @ CHA,W,40,12,22,0.545,0,5,0.0,2,3,0.667,0,4,4,7,1,1,4,2,26,2,1,2023-24,2544,LeBron James
22023,2544,0022300740,"Feb 08, 2024",LAL vs. DEN,L,35,9,20,0.45,2,6,0.333,5,5,1.0,1,8,9,7,1,1,2,0,25,-6,1,2023-24,2544,LeBron James
22023,2544,0022300747,"Feb 09, 2024",LAL vs. NOP,W,38,6,13,0.462,2,2,1.0,7,8,0.875,1,3,4,14,1,1,2,2,21,15,1,2023-24,2544,LeBron James
22023,2544,0022300776,"Feb 13, 2024",LAL vs. DET,W,31,9,15,0.6,3,6,0.5,4,4,1.0,0,1,1,8,0,0,4,0,25,9,1,2023-24,2544,LeBron James
22023,2544,0022300813,"Feb 23, 2024",LAL vs. SAS,W,34,13,22,0.591,2,3,0.667,2,2,1.0,1,6,7,9,1,0,2,0,30,21,1,2023-24,2544,LeBron James
22023,2544,0022300818,"Feb 25, 2024",LAL @ PHX,L,37,12,19,0.632,3,6,0.5,1,4,0.25,1,6,7,12,2,1,3,3,28,-8,1,2023-24,2544,LeBron James
22023,2544,0022300848,"Feb 28, 2024",LAL @ LAC,W,37,13,21,0.619,7,12,0.583,1,1,1.0,1,5,6,8,0,2,3,2,34,11,1,2023-24,2544,LeBron James
22023,2544,0022300856,"Feb 29, 2024",LAL vs. WAS,W,39,12,24,0.5,2,5,0.4,5,7,0.714,0,4,4,9,1,1,4,1,31,-5,1,2023-24,2544,LeBron James
22023,2544,0022300869,"Mar 02, 2024",LAL vs. DEN,L,37,12,20,0.6,2,5,0.4,0,2,0.0,0,4,4,9,3,0,3,1,26,-1,1,2023-24,2544,LeBron James
22023,2544,0022300884,"Mar 04, 2024",LAL vs. OKC,W,31,7,14,0.5,1,3,0.333,4,5,0.8,1,10,11,8,1,0,3,1,19,14,1,2023-24,2544,LeBron James
22023,2544,0022300901,"Mar 06, 2024",LAL vs. SAC,L,36,10,16,0.625,1,4,0.25,10,10,1.0,0,5,5,13,1,0,3,0,31,-3,1,2023-24,2544,LeBron James
22023,2544,0022300932,"Mar 10, 2024",LAL vs. MIN,W,38,10,16,0.625,2,4,0.5,7,9,0.778,0,8,8,9,0,0,4,1,29,14,1,2023-24,2544,LeBron James
22023,2544,0022300954,"Mar 13, 2024",LAL @ SAC,L,40,6,16,0.375,2,8,0.25,4,6,0.667,1,12,13,9,2,0,5,3,18,-10,1,2023-24,2544,LeBron James
22023,2544,0022300973,"Mar 16, 2024",LAL vs. GSW,L,38,15,23,0.652,3,5,0.6,7,8,0.875,3,5,8,9,1,1,4,1,40,-6,1,2023-24,2544,LeBron James
22023,2544,0022300990,"Mar 18, 2024",LAL vs. ATL,W,29,10,14,0.714,2,5,0.4,3,3,1.0,0,7,7,10,0,0,2,0,25,20,1,2023-24,2544,LeBron James
22023,2544,0022301018,"Mar 22, 2024",LAL vs. PHI,W,38,7,15,0.467,1,3,0.333,5,7,0.714,0,8,8,6,0,1,8,1,20,7,1,2023-24,2544,LeBron James
22023,2544,0022301032,"Mar 24, 2024",LAL vs. IND,W,38,8,19,0.421,2,4,0.5,8,8,1.0,1,4,5,10,1,1,3,1,26,12,1,2023-24,2544,LeBron James
22023,2544,0022301055,"Mar 27, 2024",LAL @ MEM,W,35,8,14,0.571,0,1,0.0,7,11,0.636,0,14,14,12,1,0,4,1,23,33,1,2023-24,2544,LeBron James
22023,2544,0022301063,"Mar 29, 2024",LAL @ IND,L,35,6,12,0.5,0,3,0.0,4,4,1.0,1,9,10,8,0,0,5,1,16,-13,1,2023-24,2544,LeBron James
